# energy(eV) n_real
7.899399999999999977e+00 1.062920928468836568e+00
7.913000000000000256e+00 1.055636943368313041e+00
7.926599999999999646e+00 1.049183766525092043e+00
7.940100000000000158e+00 1.046186210641602443e+00
7.953700000000000436e+00 1.043978845272386602e+00
7.967299999999999827e+00 1.041735729354275719e+00
7.980900000000000105e+00 1.038970853915102577e+00
7.994399999999999729e+00 1.036296735362319588e+00
8.007999999999999119e+00 1.032064210966836537e+00
8.021599999999999397e+00 1.028361075319387030e+00
8.035199999999999676e+00 1.025139045135409877e+00
8.048700000000000188e+00 1.021017072877377752e+00
8.062300000000000466e+00 1.013303256784916950e+00
8.075900000000000745e+00 9.726195405667110716e-01
8.089399999999999480e+00 9.561587351881233321e-01
8.102999999999999758e+00 9.462917026051843594e-01
8.116600000000000037e+00 9.339880318639965928e-01
8.130200000000000315e+00 9.198697642974005273e-01
8.143700000000000827e+00 9.045908708405301368e-01
8.157299999999999329e+00 8.882143407521448930e-01
8.170899999999999608e+00 8.693700647236384249e-01
8.184499999999999886e+00 8.490490484284771711e-01
8.198000000000000398e+00 8.407087239347111884e-01
8.211600000000000676e+00 8.327225227083367987e-01
8.225199999999999179e+00 8.250397662079400618e-01
8.238699999999999690e+00 8.175694499181243025e-01
8.252299999999999969e+00 8.102942380296949132e-01
8.265900000000000247e+00 8.030914924279617395e-01
8.279500000000000526e+00 7.960116091873792321e-01
8.292999999999999261e+00 7.893117690856673585e-01
8.306599999999999540e+00 7.843786014879761126e-01
8.320199999999999818e+00 8.163492883615295348e-01
8.333800000000000097e+00 7.779577216838204912e-01
8.347300000000000608e+00 7.154048108825652452e-01
8.360900000000000887e+00 6.444620736799142602e-01
8.374499999999999389e+00 6.359176662230182631e-01
8.387999999999999901e+00 6.235309307062212314e-01
8.401600000000000179e+00 6.175748779198972915e-01
8.415200000000000458e+00 6.112403932450495292e-01
8.428800000000000736e+00 6.050568310220194590e-01
8.442299999999999471e+00 5.993991253366052208e-01
8.455899999999999750e+00 5.946666230523535157e-01
8.469500000000000028e+00 5.911894882960814224e-01
8.483100000000000307e+00 5.882346479429025887e-01
8.496600000000000819e+00 5.854872833935058640e-01
8.510199999999999321e+00 5.829683074378362306e-01
8.523799999999999599e+00 5.807520921626310173e-01
8.537300000000000111e+00 5.788364636039518007e-01
8.550900000000000389e+00 5.772283354442484526e-01
8.564500000000000668e+00 5.758826992465233552e-01
8.578099999999999170e+00 5.749892999178514152e-01
8.591599999999999682e+00 5.759180582357739109e-01
8.605199999999999960e+00 5.772333579748958332e-01
8.618800000000000239e+00 5.789229538008806575e-01
8.632400000000000517e+00 5.809718814261757291e-01
8.645899999999999253e+00 5.833922684817063331e-01
8.659499999999999531e+00 5.860501606293638810e-01
8.673099999999999810e+00 5.890891571734565568e-01
8.686600000000000321e+00 5.924709947799727816e-01
8.700200000000000600e+00 5.971423603577867834e-01
8.713800000000000878e+00 6.020044983547020445e-01
8.727399999999999380e+00 6.067293663761207378e-01
8.740899999999999892e+00 6.114148039645213029e-01
8.754500000000000171e+00 6.161239536511975423e-01
8.768100000000000449e+00 6.210043283546690107e-01
8.781700000000000728e+00 6.263120529736300179e-01
8.795199999999999463e+00 6.331652061142325483e-01
8.808799999999999741e+00 6.667338339259974989e-01
8.822400000000000020e+00 6.253495529845225498e-01
8.836000000000000298e+00 6.361122970883879013e-01
8.849500000000000810e+00 6.454779678344229055e-01
8.863099999999999312e+00 6.571878741076433439e-01
8.876699999999999591e+00 6.716216744348348922e-01
8.890200000000000102e+00 6.821642926985622690e-01
8.903800000000000381e+00 6.906959952213134191e-01
8.917400000000000659e+00 6.973398907894676757e-01
8.930999999999999162e+00 7.014538212170655651e-01
8.944499999999999673e+00 7.040708854406860784e-01
8.958099999999999952e+00 7.058336505484756884e-01
8.971700000000000230e+00 7.068525143264238197e-01
8.985300000000000509e+00 7.076524819558789314e-01
8.998799999999999244e+00 7.125396473172888046e-01
9.012399999999999523e+00 7.169533659894160582e-01
9.025999999999999801e+00 7.204738544858676486e-01
9.039500000000000313e+00 7.232402952480374569e-01
9.053100000000000591e+00 7.257910579733930501e-01
9.066700000000000870e+00 7.281234003674608157e-01
9.080299999999999372e+00 7.298418822110598336e-01
9.093799999999999883e+00 7.301902485574963686e-01
9.107400000000000162e+00 7.269713426367319098e-01
9.121000000000000441e+00 7.009157406597320561e-01
9.134600000000000719e+00 6.476035923837694108e-01
9.148099999999999454e+00 6.379487636465279721e-01
9.161699999999999733e+00 6.278944006060103167e-01
9.175300000000000011e+00 6.170233121232571172e-01
9.188800000000000523e+00 6.058055918989067035e-01
9.202400000000000801e+00 5.954435550060719340e-01
9.215999999999999304e+00 5.875340101024899564e-01
9.229599999999999582e+00 5.792402411636184967e-01
9.243100000000000094e+00 5.708741051182120163e-01
9.256700000000000372e+00 5.625902094277008825e-01
9.270300000000000651e+00 5.570761106582438060e-01
9.283899999999999153e+00 5.465848639920680707e-01
9.297399999999999665e+00 5.454553924609444326e-01
9.310999999999999943e+00 5.447623094130740196e-01
9.324600000000000222e+00 5.450084049778842754e-01
9.338100000000000733e+00 5.464042136055011767e-01
9.351699999999999235e+00 5.487483542551776505e-01
9.365299999999999514e+00 5.519432257751624160e-01
9.378899999999999793e+00 5.557962563220566476e-01
9.392400000000000304e+00 5.601946383072233804e-01
9.406000000000000583e+00 5.644425169365955286e-01
9.419600000000000861e+00 5.686692727032781614e-01
9.433199999999999363e+00 5.744189607630938443e-01
9.446699999999999875e+00 5.821137996184317931e-01
9.460300000000000153e+00 5.875380551694606712e-01
9.473900000000000432e+00 5.961168576309052725e-01
9.487399999999999167e+00 6.051219647719190409e-01
9.500999999999999446e+00 6.142031585961369444e-01
9.514599999999999724e+00 6.223951479715058577e-01
9.528200000000000003e+00 6.291719500121959463e-01
9.541700000000000514e+00 6.346544125438107198e-01
9.555300000000000793e+00 6.389860892329815023e-01
9.568899999999999295e+00 6.420808043596639703e-01
9.582499999999999574e+00 6.439177178531740875e-01
9.596000000000000085e+00 6.441905003582224509e-01
9.609600000000000364e+00 6.427134140291983488e-01
9.623200000000000642e+00 6.040603256531850151e-01
9.636799999999999145e+00 5.872776397571994877e-01
9.650299999999999656e+00 6.050549898905535073e-01
9.663899999999999935e+00 6.215844424158489812e-01
9.677500000000000213e+00 6.385521301916672332e-01
9.691000000000000725e+00 6.587852301878485139e-01
9.704599999999999227e+00 6.964121865523331678e-01
9.718199999999999505e+00 8.860973203046813573e-01
9.731799999999999784e+00 8.069007528073376401e-01
9.745300000000000296e+00 7.345859070109189704e-01
9.758900000000000574e+00 6.772955643688345351e-01
9.772500000000000853e+00 6.391705594807054469e-01
9.786099999999999355e+00 6.166370493899695493e-01
9.799599999999999866e+00 6.076963952102696354e-01
9.813200000000000145e+00 6.058075181597228909e-01
9.826800000000000423e+00 6.051656623726520134e-01
9.840299999999999159e+00 6.050687437633055499e-01
9.853899999999999437e+00 6.035254484318054446e-01
9.867499999999999716e+00 6.008897064005269684e-01
9.881099999999999994e+00 5.973647148319677358e-01
9.894600000000000506e+00 5.931032733293111203e-01
9.908200000000000784e+00 5.884355887363952320e-01
9.921799999999999287e+00 5.830337319154652587e-01
9.935399999999999565e+00 5.772170980645721095e-01
9.948900000000000077e+00 5.710364186225170835e-01
9.962500000000000355e+00 5.650125406267223482e-01
9.976100000000000634e+00 5.611162356529983963e-01
9.989599999999999369e+00 5.561720723793657228e-01
1.000319999999999965e+01 5.518134040192045342e-01
1.001679999999999993e+01 5.481325338962115268e-01
1.003040000000000020e+01 5.447950626710983402e-01
1.004390000000000072e+01 5.418906986089999656e-01
1.005749999999999922e+01 5.396592223083446216e-01
1.007109999999999950e+01 5.390129216945549473e-01
1.008469999999999978e+01 5.564353197318869793e-01
1.009820000000000029e+01 5.478012185061138517e-01
1.011180000000000057e+01 5.250926597695511067e-01
1.012540000000000084e+01 5.269985553205771556e-01
1.013889999999999958e+01 5.287585424338973050e-01
1.015249999999999986e+01 5.313527517674231371e-01
1.016610000000000014e+01 5.364219420232336777e-01
1.017970000000000041e+01 5.714545003378634913e-01
1.019319999999999915e+01 5.482360801868991773e-01
1.020679999999999943e+01 5.512753606909146509e-01
1.022039999999999971e+01 5.536068627268593279e-01
1.023399999999999999e+01 5.557905295396077250e-01
1.024750000000000050e+01 5.579886150086823537e-01
1.026110000000000078e+01 5.599827435679396448e-01
1.027469999999999928e+01 5.612486191948279357e-01
1.028829999999999956e+01 5.616503854628962511e-01
1.030180000000000007e+01 5.586156658865598645e-01
1.031540000000000035e+01 5.549961381943888661e-01
1.032900000000000063e+01 5.518101983346725969e-01
1.034249999999999936e+01 5.488980813909212220e-01
1.035609999999999964e+01 5.462398700907178384e-01
1.036969999999999992e+01 5.449297159942905200e-01
1.038330000000000020e+01 5.430817131906129358e-01
1.039680000000000071e+01 5.401268835523770351e-01
1.041039999999999921e+01 5.368032569786411745e-01
1.042399999999999949e+01 5.352423384704885212e-01
1.043759999999999977e+01 5.346250761753550407e-01
1.045110000000000028e+01 5.339573925461156279e-01
1.046470000000000056e+01 5.334743562811907758e-01
1.047830000000000084e+01 5.331843284425901164e-01
1.049179999999999957e+01 5.330066032902747164e-01
1.050539999999999985e+01 5.326866087236308278e-01
1.051900000000000013e+01 5.320319237610948715e-01
1.053260000000000041e+01 5.309356577368108399e-01
1.054609999999999914e+01 5.296887694826063475e-01
1.055969999999999942e+01 5.281084606810317883e-01
1.057329999999999970e+01 5.262187762330297058e-01
1.058689999999999998e+01 5.246103183239900769e-01
1.060040000000000049e+01 5.307694768400486041e-01
1.061400000000000077e+01 5.225641550397821522e-01
1.062759999999999927e+01 5.075630851261344612e-01
1.064109999999999978e+01 4.877043016748308646e-01
1.065470000000000006e+01 4.737408383630684061e-01
1.066830000000000034e+01 4.603153032025121272e-01
1.068190000000000062e+01 4.474298787856514359e-01
1.069539999999999935e+01 4.349308496100234844e-01
1.070899999999999963e+01 4.214122427098812018e-01
1.072259999999999991e+01 4.117854266690906817e-01
1.073620000000000019e+01 4.020960099406599153e-01
1.074970000000000070e+01 3.927504096046277593e-01
1.076329999999999920e+01 3.839594453714168520e-01
1.077689999999999948e+01 3.765074674215901362e-01
1.079039999999999999e+01 3.736038174409929136e-01
1.080400000000000027e+01 3.705462410797611406e-01
1.081760000000000055e+01 3.678515975597426158e-01
1.083120000000000083e+01 3.655567545552053099e-01
1.084469999999999956e+01 3.630228746084047664e-01
1.085829999999999984e+01 3.605799955102026999e-01
1.087190000000000012e+01 3.583805594154038099e-01
1.088550000000000040e+01 3.564020662475935741e-01
1.089899999999999913e+01 3.546908255949502431e-01
1.091259999999999941e+01 3.532389055534064792e-01
1.092619999999999969e+01 3.521639286144953584e-01
1.093970000000000020e+01 3.511489449724390921e-01
1.095330000000000048e+01 3.502510845128922190e-01
1.096690000000000076e+01 3.494148039056553801e-01
1.098049999999999926e+01 3.486697735203011517e-01
1.099399999999999977e+01 3.479596560858169707e-01
1.100760000000000005e+01 3.472703818422203659e-01
1.102120000000000033e+01 3.465448972614098566e-01
1.103480000000000061e+01 3.459461889161069004e-01
1.104829999999999934e+01 3.456924715993927588e-01
1.106189999999999962e+01 3.489025580222565037e-01
1.107549999999999990e+01 3.572619481266983699e-01
1.108910000000000018e+01 3.457435785133567419e-01
1.110260000000000069e+01 3.390695238212004803e-01
1.111619999999999919e+01 3.395485858920254119e-01
1.112979999999999947e+01 3.402072892146879024e-01
1.114329999999999998e+01 3.411322149362073786e-01
1.115690000000000026e+01 3.425043546709766185e-01
1.117050000000000054e+01 3.442856097570637930e-01
1.118410000000000082e+01 3.465190444716810814e-01
1.119759999999999955e+01 3.495585051942413646e-01
1.121119999999999983e+01 3.530077085627830735e-01
1.122480000000000011e+01 3.567718740634456265e-01
1.123840000000000039e+01 3.609559993842098580e-01
1.125189999999999912e+01 3.654264445299267305e-01
1.126549999999999940e+01 3.702901838422892888e-01
1.127909999999999968e+01 3.755694079091195237e-01
1.129260000000000019e+01 3.813722773332415272e-01
1.130620000000000047e+01 3.880563494842045325e-01
1.131980000000000075e+01 3.988735868385325789e-01
1.133339999999999925e+01 4.165337415100308083e-01
1.134689999999999976e+01 4.318339290737426284e-01
1.136050000000000004e+01 4.377219585322388307e-01
1.137410000000000032e+01 4.339888908485299845e-01
1.138770000000000060e+01 4.216461663974320762e-01
1.140119999999999933e+01 4.183747656817203842e-01
1.141479999999999961e+01 4.152635751077895510e-01
1.142839999999999989e+01 4.124447337262485136e-01
1.144190000000000040e+01 4.098752938078190633e-01
1.145550000000000068e+01 4.076492420463466715e-01
1.146909999999999918e+01 4.056794191490223911e-01
1.148269999999999946e+01 4.041594021622070265e-01
1.149619999999999997e+01 4.032917957323577385e-01
1.150980000000000025e+01 4.033128825306526721e-01
1.152340000000000053e+01 4.041481880917198177e-01
1.153700000000000081e+01 4.058629227907516457e-01
1.155049999999999955e+01 4.082763129213452524e-01
1.156409999999999982e+01 4.113944773510828101e-01
1.157770000000000010e+01 4.152433857772882542e-01
1.159120000000000061e+01 4.195970035255437436e-01
1.160479999999999912e+01 4.244425988701401309e-01
1.161839999999999939e+01 4.296389852580730917e-01
1.163199999999999967e+01 4.349615126656141695e-01
1.164550000000000018e+01 4.401180189898180051e-01
1.165910000000000046e+01 4.432099780258000887e-01
1.167270000000000074e+01 4.431834836159532220e-01
1.168629999999999924e+01 4.410571170631499283e-01
1.169979999999999976e+01 4.374138660522340349e-01
1.171340000000000003e+01 4.376727382771302133e-01
1.172700000000000031e+01 5.037105607191991741e-01
1.174050000000000082e+01 4.207360194493895422e-01
1.175409999999999933e+01 4.368217429021244991e-01
1.176769999999999960e+01 4.778052225325987168e-01
1.178129999999999988e+01 4.348939784752641202e-01
1.179480000000000040e+01 4.365517959100853607e-01
1.180840000000000067e+01 4.425119766269032806e-01
1.182199999999999918e+01 4.470198315401501810e-01
1.183559999999999945e+01 4.507995716164699962e-01
1.184909999999999997e+01 4.542675832923652735e-01
1.186270000000000024e+01 4.575413834866808860e-01
1.187630000000000052e+01 4.605572360919659713e-01
1.188990000000000080e+01 4.629778836458047775e-01
1.190339999999999954e+01 4.657660586438877037e-01
1.191699999999999982e+01 4.694229845397467349e-01
1.193060000000000009e+01 4.730094323656898192e-01
1.194410000000000061e+01 4.763100716221445596e-01
1.195770000000000088e+01 4.793379762857142290e-01
1.197129999999999939e+01 4.805512766060888730e-01
1.198489999999999966e+01 4.841794345286313250e-01
1.199840000000000018e+01 5.052922603491243336e-01
1.201200000000000045e+01 4.872462373561400328e-01
1.202560000000000073e+01 4.853204373845299568e-01
1.203919999999999924e+01 4.882713256468492746e-01
1.205269999999999975e+01 4.899847723535424859e-01
1.206630000000000003e+01 4.905911993837911433e-01
1.207990000000000030e+01 4.904161467379413719e-01
1.209340000000000082e+01 4.904336840630579841e-01
1.210699999999999932e+01 4.926304216171620287e-01
1.212059999999999960e+01 4.946167103806654586e-01
1.213419999999999987e+01 4.965984982452743557e-01
1.214770000000000039e+01 4.986590457269498566e-01
1.216130000000000067e+01 5.015547584648227808e-01
1.217489999999999917e+01 5.060313639687967768e-01
1.218849999999999945e+01 5.069932350301502577e-01
1.220199999999999996e+01 5.116155447769946685e-01
1.221560000000000024e+01 5.157637403269641485e-01
1.222920000000000051e+01 5.196630937545390072e-01
1.224269999999999925e+01 5.232975969232929181e-01
1.225629999999999953e+01 5.268013775594346804e-01
1.226989999999999981e+01 5.301050521628415391e-01
1.228350000000000009e+01 5.326805738775430843e-01
1.229700000000000060e+01 5.346787029511506084e-01
1.231060000000000088e+01 5.361263037211903004e-01
1.232419999999999938e+01 5.371501967989702475e-01
1.233779999999999966e+01 5.376535631721581776e-01
1.235130000000000017e+01 5.377287170270421690e-01
1.236490000000000045e+01 5.373340866383637948e-01
1.237850000000000072e+01 5.363510378046979499e-01
1.239199999999999946e+01 5.346685016701397952e-01
1.240559999999999974e+01 5.318991998781448238e-01
1.241920000000000002e+01 5.292149190176969054e-01
1.243280000000000030e+01 5.264956066384660627e-01
1.244630000000000081e+01 5.235577880758428559e-01
1.245989999999999931e+01 5.205371281121669025e-01
1.247349999999999959e+01 5.175350175241886230e-01
1.248709999999999987e+01 5.158296072622226003e-01
1.250060000000000038e+01 5.144575080362919772e-01
1.251420000000000066e+01 5.130191117170472825e-01
1.252779999999999916e+01 5.127186630280642365e-01
1.254139999999999944e+01 5.126713051470275229e-01
1.255489999999999995e+01 5.124892155684964701e-01
1.256850000000000023e+01 5.121116091922477409e-01
1.258210000000000051e+01 5.113127451191786799e-01
1.259559999999999924e+01 5.106319205134117745e-01
1.260919999999999952e+01 5.099865135234573632e-01
1.262279999999999980e+01 5.082622173652266984e-01
1.263640000000000008e+01 5.017191525250265238e-01
1.264990000000000059e+01 4.923804182543909946e-01
1.266350000000000087e+01 4.936014709098384690e-01
1.267709999999999937e+01 4.941281610110356270e-01
1.269069999999999965e+01 4.944103965506779774e-01
1.270420000000000016e+01 4.949841599137466130e-01
1.271780000000000044e+01 4.957906777074094773e-01
1.273140000000000072e+01 4.967939211462007454e-01
1.274489999999999945e+01 4.985724648378543344e-01
1.275849999999999973e+01 5.012091593866496719e-01
1.277210000000000001e+01 5.045362277496476811e-01
1.278570000000000029e+01 5.087103440531645093e-01
1.279920000000000080e+01 5.127635172406808106e-01
1.281279999999999930e+01 5.167188562341242797e-01
1.282639999999999958e+01 5.212171058171538585e-01
1.283999999999999986e+01 5.266497201023618846e-01
1.285350000000000037e+01 5.322451718343508276e-01
1.286710000000000065e+01 5.440609277212613559e-01
1.288069999999999915e+01 5.398374370525408361e-01
1.289419999999999966e+01 5.398081312221686412e-01
1.290779999999999994e+01 5.521557245659467483e-01
1.292140000000000022e+01 5.253972957432054836e-01
1.293500000000000050e+01 5.248384480844783262e-01
1.294849999999999923e+01 5.240276236252479070e-01
1.296209999999999951e+01 5.250984276863539524e-01
1.297569999999999979e+01 5.278798286180066412e-01
1.298930000000000007e+01 5.315388010896595627e-01
1.300280000000000058e+01 5.359174567203859318e-01
1.301640000000000086e+01 5.407579640092092799e-01
1.302999999999999936e+01 5.453418804785391538e-01
1.304349999999999987e+01 5.495175990177210146e-01
1.305710000000000015e+01 5.530905809240203030e-01
1.307070000000000043e+01 5.559499589532410635e-01
1.308430000000000071e+01 5.584311369400956071e-01
1.309779999999999944e+01 5.607579044272343882e-01
1.311139999999999972e+01 5.636030207356783617e-01
1.312500000000000000e+01 5.670004722290769017e-01
1.313860000000000028e+01 5.693533840263131918e-01
1.315210000000000079e+01 5.719146928440739241e-01
1.316569999999999929e+01 5.705472911990386864e-01
1.317929999999999957e+01 5.676254681673040814e-01
1.319280000000000008e+01 5.632846264485398269e-01
1.320640000000000036e+01 5.590742019950194486e-01
1.322000000000000064e+01 5.551388003240634861e-01
1.323359999999999914e+01 5.551143858564573375e-01
1.324709999999999965e+01 5.564171563137932930e-01
1.326069999999999993e+01 5.567301977549197201e-01
1.327430000000000021e+01 5.562346841707996870e-01
1.328790000000000049e+01 5.546165235218405432e-01
1.330139999999999922e+01 5.516645875762675733e-01
1.331499999999999950e+01 5.464410831189925322e-01
1.332859999999999978e+01 5.412558944713958820e-01
1.334220000000000006e+01 5.369706951556928454e-01
1.335570000000000057e+01 5.328470539001483042e-01
1.336930000000000085e+01 5.289628587094392653e-01
1.338289999999999935e+01 5.255358518027164472e-01
1.339639999999999986e+01 5.231843073843522873e-01
1.341000000000000014e+01 5.191589064296762146e-01
1.342360000000000042e+01 5.155804890345934144e-01
1.343720000000000070e+01 5.130048691219639689e-01
1.345069999999999943e+01 5.125963418841343877e-01
1.346429999999999971e+01 5.120235867042094435e-01
1.347789999999999999e+01 5.113055906544908824e-01
1.349150000000000027e+01 5.123500358831025725e-01
1.350500000000000078e+01 5.175815415989789559e-01
1.351859999999999928e+01 5.253767882073661077e-01
1.353219999999999956e+01 5.148657518135620892e-01
1.354570000000000007e+01 5.153373744072831109e-01
1.355930000000000035e+01 5.116576388790955443e-01
1.357290000000000063e+01 5.053532347830477223e-01
1.358649999999999913e+01 4.975878541183168524e-01
1.359999999999999964e+01 4.892484564322868157e-01
1.361359999999999992e+01 4.830864231914082652e-01
1.362720000000000020e+01 4.828073135720004627e-01
1.364080000000000048e+01 4.829835622331347667e-01
1.365429999999999922e+01 4.848914799663233133e-01
1.366789999999999949e+01 4.912977021051350146e-01
1.368149999999999977e+01 4.840219119257671565e-01
1.369500000000000028e+01 4.787943135570618680e-01
1.370860000000000056e+01 4.751766389132266455e-01
1.372220000000000084e+01 4.706739508351499568e-01
1.373579999999999934e+01 4.659955611511426010e-01
1.374929999999999986e+01 4.615375166314193978e-01
1.376290000000000013e+01 4.587999201615771128e-01
1.377650000000000041e+01 4.567326830422823170e-01
1.379010000000000069e+01 4.552586930378833552e-01
1.380359999999999943e+01 4.537144635501310086e-01
1.381719999999999970e+01 4.498873983131543852e-01
1.383079999999999998e+01 4.447616532653058674e-01
1.384430000000000049e+01 4.386090921775741558e-01
1.385790000000000077e+01 4.297882169360516258e-01
1.387149999999999928e+01 4.190725770626438362e-01
1.388509999999999955e+01 4.087927206248210266e-01
1.389860000000000007e+01 4.017290372697138179e-01
1.391220000000000034e+01 3.977166006173066259e-01
1.392580000000000062e+01 3.956695610967838062e-01
1.393939999999999912e+01 3.950689933322442671e-01
1.395289999999999964e+01 3.906670021919537161e-01
1.396649999999999991e+01 3.893829715179433215e-01
1.398010000000000019e+01 3.867697149271197010e-01
1.399360000000000070e+01 3.784790775812179597e-01
1.400719999999999921e+01 3.825784182895755059e-01
1.402079999999999949e+01 3.866781657287339802e-01
1.403439999999999976e+01 3.914263877532058178e-01
1.404790000000000028e+01 3.970023253096102156e-01
1.406150000000000055e+01 4.037031723998133481e-01
1.407510000000000083e+01 4.105749616783097022e-01
1.408869999999999933e+01 4.168846388828696403e-01
1.410219999999999985e+01 4.227263312218833002e-01
1.411580000000000013e+01 4.286101111553233811e-01
1.412940000000000040e+01 4.345794171387244997e-01
1.414300000000000068e+01 4.404492718922998762e-01
1.415649999999999942e+01 4.462068014830751217e-01
1.417009999999999970e+01 4.519047965786389121e-01
1.418369999999999997e+01 4.577181982492600221e-01
1.419720000000000049e+01 4.641999336800669007e-01
1.421080000000000076e+01 4.714222226250866510e-01
1.422439999999999927e+01 4.788446179649105128e-01
1.423799999999999955e+01 4.876164419916039217e-01
1.425150000000000006e+01 4.965358479515126211e-01
1.426510000000000034e+01 5.061233919179128904e-01
1.427870000000000061e+01 5.095943440990888806e-01
1.429229999999999912e+01 5.157843563057814551e-01
1.430579999999999963e+01 5.210888423819982629e-01
1.431939999999999991e+01 5.253803455632453101e-01
1.433300000000000018e+01 5.293786008609087101e-01
1.434650000000000070e+01 5.344677996975752965e-01
1.436009999999999920e+01 5.413194893381978456e-01
1.437369999999999948e+01 5.507641401111369461e-01
1.438729999999999976e+01 5.499070405677406459e-01
1.440080000000000027e+01 5.566442852714501566e-01
1.441440000000000055e+01 5.597411746150002809e-01
1.442800000000000082e+01 5.607505457469190713e-01
1.444159999999999933e+01 5.600524454271919028e-01
1.445509999999999984e+01 5.571058619699567060e-01
1.446870000000000012e+01 5.601287903024567694e-01
1.448230000000000040e+01 5.700749719385229675e-01
1.449579999999999913e+01 5.774770081549338574e-01
1.450939999999999941e+01 5.835395916679817496e-01
1.452299999999999969e+01 5.886834578995349121e-01
1.453659999999999997e+01 5.933014626979233874e-01
1.455010000000000048e+01 5.976002046648815069e-01
1.456370000000000076e+01 5.998847605786932213e-01
1.457729999999999926e+01 6.005073946461770840e-01
1.459089999999999954e+01 5.999638753347611431e-01
1.460440000000000005e+01 6.006530167530594877e-01
1.461800000000000033e+01 5.999282247562278680e-01
1.463160000000000061e+01 5.941247791336978779e-01
1.464509999999999934e+01 5.927919327938557803e-01
1.465869999999999962e+01 5.926662871064559690e-01
1.467229999999999990e+01 5.947101596943678015e-01
1.468590000000000018e+01 5.963614511325801004e-01
1.469940000000000069e+01 5.998345549219800121e-01
1.471299999999999919e+01 6.088801491275275257e-01
1.472659999999999947e+01 6.155851738984977617e-01
1.474019999999999975e+01 6.076098820118641664e-01
1.475370000000000026e+01 6.160929128161205526e-01
1.476730000000000054e+01 6.419743267495980898e-01
1.478090000000000082e+01 6.054583796150800890e-01
1.479439999999999955e+01 6.164038311143299476e-01
1.480799999999999983e+01 6.219436355016119133e-01
1.482160000000000011e+01 6.257469497900602917e-01
1.483520000000000039e+01 6.285717328626706513e-01
1.484869999999999912e+01 6.307717381538393564e-01
1.486229999999999940e+01 6.330207761158563873e-01
1.487589999999999968e+01 6.360344366774067781e-01
1.488949999999999996e+01 6.386369368320989892e-01
1.490300000000000047e+01 6.396683259624840190e-01
1.491660000000000075e+01 6.394511734486176824e-01
1.493019999999999925e+01 6.384624915310272986e-01
1.494379999999999953e+01 6.379669405642640623e-01
1.495730000000000004e+01 6.391304302264348980e-01
1.497090000000000032e+01 6.376373268858761545e-01
1.498450000000000060e+01 6.372091441280312019e-01
1.499799999999999933e+01 6.362496536391912816e-01
1.501159999999999961e+01 6.359867510176426819e-01
1.502519999999999989e+01 6.385625554863448849e-01
1.503880000000000017e+01 6.334191165074091190e-01
1.505230000000000068e+01 6.263249443774207004e-01
1.506589999999999918e+01 6.148023648291902621e-01
1.507949999999999946e+01 6.055120394123167937e-01
1.509309999999999974e+01 6.033033788076849202e-01
1.510660000000000025e+01 6.004102976421750171e-01
1.512020000000000053e+01 5.978003723729261587e-01
1.513380000000000081e+01 6.001851967249856035e-01
1.514729999999999954e+01 6.157609534466469414e-01
1.516089999999999982e+01 6.629375758496998117e-01
1.517450000000000010e+01 6.127650059734841559e-01
1.518810000000000038e+01 5.702001236619242963e-01
1.520159999999999911e+01 5.794805709073973521e-01
1.521519999999999939e+01 5.615187454965766545e-01
1.522879999999999967e+01 5.554501434513292590e-01
1.524239999999999995e+01 5.485997379943792218e-01
1.525590000000000046e+01 5.439418644730955599e-01
1.526950000000000074e+01 5.483234635803055923e-01
1.528309999999999924e+01 5.528835712015625070e-01
1.529659999999999975e+01 5.590887349308302223e-01
1.531020000000000003e+01 5.682682870172228728e-01
1.532380000000000031e+01 5.832185298016832053e-01
1.533740000000000059e+01 6.059644826942403029e-01
1.535089999999999932e+01 6.218844065667292753e-01
1.536449999999999960e+01 6.320229731494069192e-01
1.537809999999999988e+01 6.381676649554766101e-01
1.539170000000000016e+01 6.412083599989706340e-01
1.540520000000000067e+01 6.419933467790187587e-01
1.541879999999999917e+01 6.415319382865225517e-01
1.543239999999999945e+01 6.416946340044928920e-01
1.544589999999999996e+01 6.435652029540639418e-01
1.545950000000000024e+01 6.458194450176413248e-01
1.547310000000000052e+01 6.402292065461407944e-01
1.548670000000000080e+01 6.326884906876008019e-01
1.550019999999999953e+01 6.340632706603691604e-01
1.551379999999999981e+01 6.422465720232117814e-01
1.552740000000000009e+01 6.243771605926451418e-01
1.554100000000000037e+01 6.221700660950955086e-01
1.555450000000000088e+01 6.212981414275804415e-01
1.556809999999999938e+01 6.200426422950007233e-01
1.558169999999999966e+01 6.185663496370832348e-01
1.559529999999999994e+01 6.187094037569442762e-01
1.560880000000000045e+01 6.093319507876948649e-01
1.562240000000000073e+01 6.064374462732378124e-01
1.563599999999999923e+01 6.056509516327399645e-01
1.564949999999999974e+01 5.888165299296451716e-01
1.566310000000000002e+01 5.817027589974579360e-01
1.567670000000000030e+01 5.740698918814690632e-01
1.569030000000000058e+01 5.693081961310311190e-01
1.570379999999999932e+01 5.686765471693682183e-01
1.571739999999999959e+01 5.675324654287324799e-01
1.573099999999999987e+01 5.660117013007881503e-01
1.574460000000000015e+01 5.633977802397922563e-01
1.575810000000000066e+01 5.588137768952441409e-01
1.577169999999999916e+01 5.550143378274114969e-01
1.578529999999999944e+01 5.497826610086857801e-01
